URN,NOS Title,Skills extracted
PROPCO18,Process complex products and materials in precast concrete operations,Information systems; Storage; Schedule
PROPGSF17,Fabricate complex glass framing systems,Information systems; Storage; Schedule
PROPGSF21,Fabricate glass framing systems by cutting,Information systems; Storage; Schedule
PROPGSF8,Fabricate glass framing systems by joining,Information systems; Storage; Schedule
PROPGSF9,Fabricate glass framing systems by assembly,Information systems; Storage; Schedule
PROWTM09,Process timber and related orders for customers,Stock control; Invoicing; Unloading
PROWTM12,Work effectively within the working environment,
PROSS19 ,Repair solid surfaces,Instruction; Sand; Fault; Repair
SKAC18,Assemble and install purpose made equipment and components for sport/play,Interpret plan; Instruction; Levelling; Installation; Aperture
SKAC233,Prepare for and install base layers for sport/play surfaces,Surfacing; Maximum; Layer; Installation; Tolerance
SKAC234,Complete sport/play surface work for handover,Installation; Solvent; Collection
LANFE14,Supervise the establishment and maintenance of lines and levels,Instruction; Traffic management; Environmental health and safety; Installation; Risk assessment; Fault; Schedule
PROSS07,Thermoform solid surface,Instruction; Fault; Mould; Thermoforming
COSVX07,Monitor the installation and commissioning of engineering systems,Permit; Site inspection; Consultant; Trial; Information systems; Installation; Inspection
COGESA1.14,Assess and document research and findings on explosive substances and/or articles,Peer review; Validation; Explosive
COGESA1.17,Design the scale-up process for explosive substances and/or articles,Cost; Explosive; Reproducibility
COGESA1.4 ,Gather and interpret the information on explosive substances and/or articles,Database; Record keeping; Collection; Explosive
COGESA1.5,Identify and gather the information on explosive substances and/or articles,Database; Collection; Explosive
COGESA1.6,Prepare the research strategy for explosive substances and/or articles,Peer review; Explosive; Business planning
COGESA10.1.1,Contribute to efficiency in the workplace,Storage; Compliance; Explosive
COGESA10.1.3,Organize own work and maintain standards,Instruction; Compliance; Explosive
COGESA10.16,Initiate the explosive effect,Contingency plan; Environmental legislation; Instruction; Consumables; Explosive
COGESA10.2.1,Contribute to health and safety in the blasting workplace,Workplace health safety; Instruction; Compliance; Explosive
COGESA10.5,Charge blast holes to specification,Instrumentation; Primer; Compliance; Explosive; Packaging
COGESA10.8,Determine the blast requirements,Quarry; Instrumentation; Compliance; Explosive; Stratum
COGESA11.1,Assess the explosive substances and/or articles for disposal,Trial; Explosive; Risk assessment
COGESA11.20,Contribute to post-disposal tasks for explosive substances and/or articles,Instruction; Consumables; Explosive; Fault
COGESA11.3,Adapt an existing disposal procedure for explosive substances and/or articles,Peer review; Validation; Cost; Database; Explosive; Risk assessment
COGESA11.4,Design a new disposal procedure for explosive substances and/or articles,Peer review; Validation; Cost; Database; Explosive; Risk assessment
COGESA11.9,Contribute to pre-disposal tasks for explosive substances and/or articles,Consumables; Explosive; Risk assessment
COGESA12.1,Plan munition clearance and search operations and programmes,Sustainability; Explosive; Risk assessment
COGESA12.11,Contribute to removing the threat of munitions,Energetic; Explosive; Improvisation
COGESA12.16,Assist in locating the position of the munition,Instruction; Tolerance; Explosive
COGESA12.17,Assist with the movement and transportation of munitions,Transporting; Instruction; Explosive; Packaging
COGESA12.18 ,Use and maintain search or munition clearance equipment,Instruction; Consumables; Tolerance; Explosive; Schedule
COGESA12.19,"Assist with the preparation, maintenance and use of search or munition clearance equipment",Instruction; Maintain equipment; Explosive
COGESA12.3A,Organise and supervise the delivery of specified targets search plans,History; Explosive; Manage resource
COGESA12.5 ,Define the boundaries of the area to be searched for munitions,History; Ingres; Explosive
COGESA13.11,Hand over explosive substances and/or articles,Environmental legislation; Storage; Explosive; Risk assessment; Transport
COGESA13.12 ,Pack or re-pack explosive substances and/or articles,Instruction; Explosive; Packaging
COGESA13.15,Prepare and care for equipment in an explosives environment,Cleanliness; Calibration; Record keeping; Explosive; Schedule
COGESA13.17,Certify as free from explosives hazards,Laundry; Compliance; Explosive; Packaging
COGESA13.2,Manage your own resources,Smart; Storage; Explosive; Transport
COGESA13.4,Manage continuous improvement in activities for explosive substances and articles,Cost; Cost benefit analysis; Explosive
COGESA2.1 ,Formulate national policy for explosive substances and articles,Management; Environmental policy; Explosive
COGESA2.12,Analyse and identify aggregated hazards and risks for explosives,Management; Peer review; Hazard identification; Explosive; Risk assessment
COGESA2.14,Determine and implement aggregated risk control measures for explosives,Management; Peer review; Explosive
COGESA2.16,Develop and implement assurance systems for explosives safety,Management; Audit; Explosive
COGESA2.18,Develop emergency response systems and procedures for explosives safety,Management; Parameter; Explosive; Emergency services
COGESA2.2,Determine the classification of explosive substances and/or articles,Peer review; Application process; Explosive; Packaging
COGESA2.4,Review the factors affecting the safety of specific explosive substances and/or articles,Age; Tolerance; Explosive
COGESA3.13 ,Contribute to pre-trial or pre-test tasks relating to relating to explosive substances and/or articles,Trial; Consumables; Compliance; Explosive; Risk assessment
COGESA3.16 ,Contribute to conducting trial or test of explosive substances and/or articles,Instruction; Trial; Consumables; Compliance; Explosive
COGESA4.4,Prepare the explosives process area and equipment,Instruction; Explosive; Cleaning
COGESA4.5,Move materials within the explosives process,Storage; Unloading; Explosive
COGESA4.6,Prepare explosives process materials,Instruction; Storage; Explosive
COGESA4.7 ,Supervise the preparation of the explosives processing operation,Parameter; Instruction; Explosive
COGESA4.7,Supervise the preparation of the explosives processing operation,Parameter; Instruction; Explosive
COGESA4.8,Monitor and control explosives processing,Parameter; Instruction; Explosive
COGESA4.9,Supervise explosives processing,Parameter; Instruction; Explosive
COGESA5.10,Assess the feasibility of an explosive substance or article repair,Cost; Configuration management; Compliance; Explosive; Risk assessment; Test equipment; Repair
COGESA5.16,Audit the effectiveness of configuration activities for explosive substances and/or articles,Audit; Configuration management; Compliance; Explosive
COGESA6.3,Contribute to the identification of the requirement and specification for explosive substances and/or articles,Management; Database; Storage; Explosive; Risk assessment; Packaging; Transport
COGESA7.18,"Lift, transfer and position explosive substances and/or articles loads",Instruction; Machinery; Storage; Explosive
COGESA7.8,Despatch explosive substances and/or articles,Storage; Explosive; Transport
COGESA8.9,"Maintain the safety and the security of the load, self and property",Compliance; Explosive; Transport
COGPOLY2,Maintain stocks to specified levels,Central; Instruction; Inspection; Storage
COGPOLY23,Carry out simple testing operations,Environmental regulation; Cleanliness; Instruction; Calculation; Calibration; Storage; Sample preparation
COGPOLY25,Contribute to the improvement of routine working practices,Process equipment; Comment; Sort
