,data-driven keywords,expert-driven keywords,intersection of data- and expert-driven keywords,data-driven only keywords
speech to text reporting,"['speech' 'reporter' 'assignment' 'domain' 'language' 'shorthand'
 'dictionary' 'speaker' 'transcript' 'deaf' 'message' 'impairment'
 'terminology' 'exfoliation' 'exclusion' 'exception' 'exhibit' 'excess'
 'exchange' 'exchanger']","['speech', 'text', 'deaf', 'communication', 'support', 'transcription', 'shorthand', 'reporting', 'speechtotext']","['shorthand', 'deaf', 'speech']","['domain', 'assignment', 'exchanger', 'exhibit', 'speaker', 'impairment', 'exception', 'terminology', 'exfoliation', 'reporter', 'exclusion', 'dictionary', 'excess', 'exchange', 'transcript', 'language', 'message']"
sport and active leisure,"['sport' 'participant' 'recreation' 'session' 'leisure' 'child'
 'occupation' 'casualty' 'illness' 'tourism' 'belonging' 'aider'
 'cleanliness' 'clothing' 'tidy' 'accident' 'injury' 'skac' 'cleaning'
 'travel']","['lead', 'activity', 'conclude', 'session', 'help', 'provide', 'equipment', 'activities', 'maintain', 'facility', 'areas', 'deal', 'accident', 'emergency', 'give', 'good', 'service', 'participant', 'customer']","['session', 'participant', 'accident']","['illness', 'aider', 'casualty', 'skac', 'cleanliness', 'travel', 'tourism', 'child', 'belonging', 'cleaning', 'occupation', 'leisure', 'injury', 'clothing', 'tidy', 'sport', 'recreation']"
sport and exercise science,"['sport' 'exercise' 'scientist' 'discipline' 'science' 'skad'
 'expectation' 'professional' 'collection' 'boundary' 'audience'
 'conclusion' 'conflict' 'prioritise' 'message' 'conducive' 'disagreement'
 'indemnity' 'stakeholder' 'misinformation']","['professional', 'standard', 'sport', 'exercise', 'science', 'practice', 'contribute', 'development', 'scientist', 'communicate', 'principle', 'service', 'benefit', 'provide', 'client', 'establish', 'develop', 'maintain', 'feedback', 'evaluate']","['scientist', 'science', 'exercise', 'sport', 'professional']","['misinformation', 'boundary', 'indemnity', 'disagreement', 'expectation', 'conflict', 'stakeholder', 'audience', 'conclusion', 'skad', 'conducive', 'collection', 'message', 'discipline', 'prioritise']"
sport and physical activity administration and governance,"['sport' 'stakeholder' 'competition' 'tour' 'club' 'child' 'equality'
 'representative' 'network' 'recruitment' 'participation' 'initiative'
 'progression' 'membership' 'retention' 'framework' 'infringement' 'maker'
 'athlete' 'right']","['sport', 'active', 'leisure', 'learning', 'policy', 'develop', 'research', 'identify', 'implement', 'evaluate', 'improve', 'promote', 'participate', 'support', 'competition', 'manage', 'member', 'plan', 'coordinate', 'organise']","['sport', 'competition']","['recruitment', 'progression', 'club', 'network', 'framework', 'right', 'stakeholder', 'athlete', 'representative', 'participation', 'maker', 'tour', 'child', 'infringement', 'initiative', 'equality', 'retention', 'membership']"
sport and play surfaces level 2,"['skac' 'sport' 'foundation' 'substructure' 'ground' 'play' 'surface'
 'accommodation' 'excavation' 'concrete' 'pipe' 'underground' 'safeguard'
 'cast' 'sign' 'drainage' 'edge' 'conduit' 'installation' 'barrier']","['active', 'leisure', 'learning', 'assemble', 'install', 'equipment', 'sport', 'play', 'safe', 'provide', 'clear', 'prepare', 'maintain', 'surface', 'construct', 'ground', 'substructure', 'edge', 'handover', 'material']","['play', 'edge', 'surface', 'ground', 'sport', 'substructure']","['foundation', 'installation', 'concrete', 'pipe', 'accommodation', 'cast', 'safeguard', 'skac', 'barrier', 'drainage', 'sign', 'excavation', 'underground', 'conduit']"
sport and play surfaces level 3,"['surface' 'sport' 'base' 'textile' 'undercarriage' 'grass' 'layer'
 'perimeter' 'leadership' 'floor' 'wood' 'vision' 'sandwich' 'sand'
 'withdrawal' 'laying' 'renovation' 'turf' 'kerb' 'installation']","['leadership', 'area', 'responsibility', 'prepare', 'install', 'base', 'layers', 'sport', 'play', 'surfaces', 'wood', 'floor', 'coverings', 'present', 'maintain', 'repair', 'sports', 'polymeric', 'indoor', 'perimeters']","['leadership', 'base', 'floor', 'wood', 'sport']","['undercarriage', 'installation', 'sandwich', 'renovation', 'laying', 'layer', 'surface', 'perimeter', 'grass', 'vision', 'turf', 'textile', 'sand', 'kerb', 'withdrawal']"
sports coaching,"['sport' 'session' 'participant' 'coaching' 'coach' 'goal' 'exclusion'
 'excretion' 'exclusivity' 'exclude' 'excursion' 'excitement' 'excitation'
 'excise' 'exchanger' 'exchange' 'excretory' 'execution' 'execute'
 'exception']","['delivery', 'review', 'sports', 'coaching', 'session', 'goals', 'responsible', 'person', 'participant', 'activities', 'development', 'plan', 'programmes', 'adaptations', 'recreation', 'participants', 'resources', 'others', 'roles', 'responsibilities']","['session', 'participant', 'coaching']","['execution', 'excretion', 'exchanger', 'excise', 'coach', 'exclude', 'exception', 'goal', 'excitation', 'exclusion', 'execute', 'exclusivity', 'exchange', 'excursion', 'excretory', 'sport', 'excitement']"
sports coaching level 2,"['session' 'coach' 'participant' 'coaching' 'sport' 'series' 'governing'
 'goal' 'excitation' 'excitement' 'excursion' 'exclude' 'exclusion'
 'exclusivity' 'excise' 'exchanger' 'excretion' 'exchange' 'excretory'
 'execution']","['plan', 'series', 'coaching', 'sessions']","['coaching', 'series']","['execution', 'excretion', 'exchanger', 'excise', 'session', 'coach', 'exclude', 'goal', 'excitation', 'governing', 'participant', 'exclusion', 'exclusivity', 'exchange', 'excursion', 'excretory', 'sport', 'excitement']"
sports coaching level 3,"['participant' 'coach' 'sport' 'coaching' 'session' 'goal' 'leisure'
 'aspiration' 'periodisation' 'assumption' 'adult' 'child' 'fun'
 'motivational' 'engagement' 'enjoyment' 'evaluate' 'occupation'
 'exertion' 'excursion']","['coaching', 'environment', 'deliver', 'series', 'sessions', 'monitor', 'evaluate', 'analyse', 'participant', 'current', 'potential', 'performance', 'need', 'aspiration', 'sport', 'programme', 'manage', 'effective', 'develop', 'practice']","['coaching', 'participant', 'evaluate', 'sport', 'aspiration']","['adult', 'goal', 'motivational', 'enjoyment', 'occupation', 'fun', 'engagement', 'assumption', 'leisure', 'child', 'excursion', 'session', 'periodisation', 'exertion', 'coach']"
sports development,"['community' 'sport' 'skab' 'child' 'participation' 'barrier' 'discus'
 'progression' 'education' 'establishment' 'suggestion' 'user' 'something'
 'desirability' 'lack' 'consultation' 'qualitative' 'thing' 'analyse'
 'research']","['evaluating', 'developing', 'promoting', 'services', 'active', 'leisure', 'learning', 'research', 'community', 'establish', 'relationship', 'plan', 'deliver', 'programme', 'help', 'organise', 'opportunity', 'participation', 'progression', 'support']","['community', 'research', 'progression', 'participation']","['analyse', 'thing', 'qualitative', 'education', 'child', 'suggestion', 'lack', 'skab', 'discus', 'barrier', 'user', 'desirability', 'something', 'establishment', 'consultation', 'sport']"
sports development l2 2005,"['implementing' 'funding' 'sport' 'staffing' 'accident' 'expectation'
 'bid' 'obstacle' 'adapting' 'equality' 'spectator' 'modifying' 'tender'
 'dealt' 'diversity' 'agenda' 'club' 'woman' 'encouragement' 'variation']","['active', 'leisure', 'learning', 'contribute', 'change', 'implement', 'review', 'monitor', 'evaluate', 'strategy', 'policy', 'external', 'fund', 'sport', 'physical', 'apply', 'identify', 'source', 'maintain', 'expectation']","['expectation', 'sport']","['obstacle', 'bid', 'spectator', 'club', 'staffing', 'accident', 'funding', 'variation', 'diversity', 'dealt', 'encouragement', 'woman', 'equality', 'modifying', 'agenda', 'implementing', 'adapting', 'tender']"
sports therapy,"['massage' 'sport' 'participant' 'contraindication' 'stimulator'
 'chaperone' 'dignity' 'strapping' 'comfort' 'therapy' 'stimulation'
 'injury' 'cold' 'danger' 'reaction' 'tissue' 'proprioception' 'apply'
 'recreation' 'hygiene']","['apply', 'taping', 'strapping', 'sport', 'activity', 'context', 'injury', 'movement', 'cold', 'technique', 'client', 'hot', 'advanced', 'repair', 'stimulator', 'accepted', 'plan', 'evaluate', 'massage', 'methods']","['stimulator', 'cold', 'injury', 'strapping', 'apply', 'massage', 'sport']","['stimulation', 'contraindication', 'comfort', 'participant', 'reaction', 'chaperone', 'danger', 'hygiene', 'dignity', 'tissue', 'proprioception', 'therapy', 'recreation']"
stagehands,"['machinery' 'set' 'plant' 'piece' 'day' 'timber' 'backing' 'track'
 'strike' 'fire' 'studio' 'puwer' 'vehicle' 'payload' 'machinist'
 'ventilation' 'carpenter' 'wood' 'start' 'transport']","['stagehands', 'lift', 'transfer', 'set', 'pieces', 'safety', 'health', 'procedures', 'location', 'resources', 'live', 'events', 'exhibitions', 'tools', 'equipment', 'saw', 'unit', 'operate', 'plant', 'machinery']","['plant', 'set', 'machinery']","['strike', 'transport', 'studio', 'ventilation', 'machinist', 'day', 'wood', 'start', 'piece', 'timber', 'vehicle', 'backing', 'carpenter', 'payload', 'puwer', 'track', 'fire']"
stagehands in film and tv,"['july' 'freelancer' 'reputation' 'market' 'cash' 'thereby' 'flow'
 'employment' 'payment' 'contract' 'freelance' 'agent' 'income' 'simple'
 'circulation' 'tax' 'participate' 'scheduling' 'exemption' 'exclusion']","['freelancer', 'market', 'business', 'skills', 'self', 'promotion', 'training', 'agent']","['agent', 'market', 'freelancer']","['reputation', 'simple', 'thereby', 'circulation', 'exemption', 'scheduling', 'payment', 'flow', 'july', 'freelance', 'exclusion', 'employment', 'cash', 'income', 'tax', 'participate', 'contract']"
statutory periodic road worthiness test,"['vehicle' 'roadworthiness' 'official' 'presenter' 'centre' 'assistant'
 'partial' 'acceptance' 'category' 'britain' 'shortcoming' 'driver'
 'eventuality' 'execute' 'excursion' 'excretory' 'evaporator' 'excretion'
 'exclusivity' 'exclusion']","['mot', 'pre', 'test', 'statutory', 'periodic', 'roadworthiness', 'manager', 'legislative', 'compliance', 'technical', 'inspection']",['roadworthiness'],"['official', 'acceptance', 'excretion', 'eventuality', 'assistant', 'shortcoming', 'centre', 'category', 'presenter', 'driver', 'exclusion', 'vehicle', 'execute', 'evaporator', 'exclusivity', 'britain', 'excursion', 'excretory', 'partial']"
steelfixing construction,"['steel' 'reinforcement' 'section' 'fix' 'machine' 'occupation' 'situ'
 'bracing' 'cut' 'cosvr' 'shape' 'slab' 'coupler' 'height' 'tie' 'column'
 'movement' 'excretory' 'excursion' 'excellent']","['powerbending', 'machine', 'bending', 'recognisedcodes', 'reinforcingsteel', 'steelwork', 'prefabricated', 'reinforcing', 'reinforcement', 'concretestructures', 'beams', 'bases', 'columns', 'slabs', 'staircases', 'walls', 'temporary', 'construction', 'lifting', 'points']","['machine', 'reinforcement']","['slab', 'steel', 'movement', 'fix', 'column', 'bracing', 'excellent', 'section', 'situ', 'cut', 'coupler', 'tie', 'occupation', 'height', 'excursion', 'excretory', 'shape', 'cosvr']"
stock and despatch in food and drink operations,"['food' 'station' 'bulk' 'stock' 'rotation' 'maintaining' 'silo'
 'chocolate' 'hygiene' 'discrepancy' 'demand' 'container' 'shortage'
 'affect' 'flour' 'match' 'well' 'volume' 'loss' 'temperature']","['food', 'drink', 'supplies', 'production', 'fill', 'bulk', 'plant', 'equipment', 'silo']","['food', 'silo', 'bulk']","['station', 'maintaining', 'hygiene', 'flour', 'temperature', 'chocolate', 'volume', 'shortage', 'loss', 'affect', 'demand', 'stock', 'match', 'rotation', 'container', 'well', 'discrepancy']"
stock and despatch in food manufacture,"['vehicle' 'food' 'load' 'route' 'manufacture' 'driving' 'unloading'
 'pack' 'bulk' 'demand' 'road' 'station' 'variance' 'proof' 'distance'
 'timing' 'consignment' 'impbwk' 'self' 'collection']","['food', 'drink', 'manufacturing', 'planning', 'coordinating', 'wrapping', 'labelling', 'materials', 'protection', 'security', 'risks', 'manufacture', 'secure', 'load', 'transport', 'scheduling', 'tranporting', 'vehicle', 'unload', 'deliver']","['food', 'vehicle', 'load', 'manufacture']","['consignment', 'driving', 'station', 'bulk', 'route', 'timing', 'distance', 'proof', 'demand', 'impbwk', 'variance', 'road', 'unloading', 'pack', 'self', 'collection']"
stonemasonry construction,"['stone' 'cosvr' 'occupation' 'mould' 'height' 'enrichment' 'template'
 'operative' 'masonry' 'machinery' 'ground' 'accident' 'lev' 'lifting'
 'interpretation' 'repair' 'membrane' 'cavity' 'restraint' 'ornamentation']","['natural', 'stone', 'fire', 'stops', 'cavity', 'trays', 'stonemasonry', 'granite', 'incised', 'walling', 'lime', 'lettering', 'shapes', 'tracery', 'ramp', 'twist', 'curved', 'splayed', 'angled', 'arches']","['stone', 'cavity']","['enrichment', 'machinery', 'restraint', 'mould', 'masonry', 'accident', 'lev', 'lifting', 'repair', 'occupation', 'interpretation', 'ornamentation', 'height', 'ground', 'membrane', 'template', 'operative', 'cosvr']"
strategic housing,"['housing' 'research' 'tenure' 'partnership' 'governance' 'community'
 'data' 'viability' 'partner' 'procurement' 'association' 'audience'
 'framework' 'demand' 'indicator' 'clause' 'land' 'stakeholder' 'trend'
 'funding']","['research', 'data', 'analyse', 'evaluate', 'housing', 'need', 'demand', 'tenures', 'partnership', 'working', 'communities', 'supply', 'operational', 'business', 'plans', 'services', 'needsled', 'planning', 'service', 'users']","['research', 'housing', 'demand', 'data', 'partnership']","['partner', 'procurement', 'land', 'association', 'governance', 'framework', 'viability', 'clause', 'stakeholder', 'community', 'tenure', 'audience', 'funding', 'trend', 'indicator']"
stroke and transient ischaemic attack tia,"['stroke' 'attack' 'carer' 'intervention' 'consent' 'baseline'
 'rehabilitation' 'medication' 'observation' 'admission' 'investigation'
 'symptom' 'exclusion' '·production' 'exclude' 'excitation' 'excise'
 'exchanger' 'exchange' 'excess']","['stroke', 'transient', 'ischaemic', 'attack', 'tia']","['stroke', 'attack']","['carer', 'baseline', 'admission', 'exchanger', 'excise', 'rehabilitation', 'exclude', 'observation', 'intervention', '·production', 'excitation', 'consent', 'exclusion', 'excess', 'medication', 'exchange', 'symptom', 'investigation']"
sub structure work occupations construction,"['cosvr' 'occupation' 'anchor' 'ground' 'ppe' 'membrane' 'install' 'grout'
 'soil' 'injection' 'locate' 'accident' 'excavate' 'formwork' 'concrete'
 'interpretation' 'retaining' 'ejector' 'slope' 'contract']","['concrete', 'pipes', 'trenches', 'pits', 'jacks', 'stools', 'equipment', 'protection', 'underpinning', 'aggregates', 'tube', 'materials', 'penetration', 'points', 'service', 'mechanical', 'anchor', 'grout', 'grouting', 'units']","['grout', 'concrete', 'anchor']","['soil', 'install', 'accident', 'excavate', 'ejector', 'slope', 'retaining', 'locate', 'injection', 'formwork', 'occupation', 'interpretation', 'ground', 'membrane', 'ppe', 'cosvr', 'contract']"
super structure work occupations construction,"['masonry' 'fibre' 'occupation' 'resin' 'ppe' 'repair' 'height' 'anchor'
 'tie' 'polymer' 'surface' 'primer' 'locate' 'grout' 'cure' 'tent'
 'mortar' 'reinforcement' 'strap' 'bar']","['bars', 'ties', 'anchors', 'straps', 'metallic', 'structures', 'plate']",[],"['polymer', 'masonry', 'repair', 'reinforcement', 'bar', 'mortar', 'cure', 'primer', 'grout', 'tie', 'locate', 'fibre', 'occupation', 'height', 'surface', 'resin', 'ppe', 'anchor', 'strap', 'tent']"
"supervising hire and rental operations equipment, plant and tools","['hire' 'revenue' 'budget' 'coach' 'variation' 'trend' 'hiring'
 'measurement' 'yard' 'desk' 'conformity' 'assessing' 'complaint'
 'consumer' 'executive' 'excitation' 'excellent' 'exception' 'excess'
 'exchange']","['plant', 'live', 'events', 'exhibitions', 'budgets', 'measuringperformance', 'reviewperformance', 'reviewtrends', 'variations', 'planthire', 'toolhire', 'equipmenthire', 'accesshire']",[],"['hire', 'measurement', 'desk', 'hiring', 'executive', 'variation', 'revenue', 'conformity', 'assessing', 'complaint', 'coach', 'exception', 'budget', 'consumer', 'excitation', 'excess', 'exchange', 'trend', 'yard', 'excellent']"
