,Avg group similarity,NOS 1,NOS 2
Pair 1337,0.755,"[cogn217] ""Supervise radiation-related work activities"" (""cogn217.pdf"", Current, Original)","[cogn422] ""Supervise radiation related-work activities"" (""cogn422.pdf"", Current, Imported)"
Pair 1338,0.755,"[sfjchcc060] ""Calculate critical dates for sentences"" (""sfjchcc060.pdf"", Current, Original)","[sfjchcc061] ""Verify critical dates for sentences"" (""sfjchcc061.pdf"", Current, Original)"
Pair 1339,0.75,"[skapw55] ""Contribute to the development and maintenance of relationships with children, young people and others in the playwork setting"" (""skapw55.pdf"", Current, Original)","[skapw77] ""Develop and enhance relationships in the playwork setting"" (""skapw77.pdf"", Current, Original)"
Pair 1340,0.75,"[mpqmg08] ""Construct shafts in mines"" (""mpqmg08.pdf"", Current, Original)","[mpqmg09] ""Carry out mud, slurry or fluid pump operations in mines"" (""mpqmg09.pdf"", Current, Original)"
Pair 1341,0.75,"[lsicld1.1.3 v2] ""Encourage individuals through community learning and development processes to broaden their horizons and be active citizens"" (""lsicld1.1.3 v2.pdf"", Current, Original)","[lsiyw1.1.3 v2] ""Enable young people to broaden their horizons to be active citizens"" (""lsiyw1.1.3 v2.pdf"", Current, Original)"
Pair 1342,0.75,"[pplrep08] ""Prepare small plant, measuring equipment and tools for permanent way renewal or maintenance  legacy"" (""pplrep08l.pdf"", Legacy, Original)","[pplrep25] ""Supervise the preparation of small plant, measuring equipment and tools for permanent way renewal and maintenance legacy"" (""pplrep25l.pdf"", Legacy, Original)"
Pair 1343,0.75,"[semem3-16] ""Carrying out fault diagnosis on electronic equipment and circuits"" (""semem316.pdf"", Current, Original)","[semem3-60] ""Carrying out fault diagnosis on medical equipment"" (""semem360.pdf"", Current, Original)"
Pair 1344,0.75,"[semaut3013] ""Assembling and fitting wiring looms to vehicles"" (""semaut3013.pdf"", Current, Original)","[semaut3014] ""Assembling electrical and electronic equipment to vehicles"" (""semaut3014.pdf"", Current, Original)"
Pair 1345,0.75,"[impdy113kv1] ""Understand how to produce cheese legacy"" (""impdy113kv1l.pdf"", Legacy, Original)","[impdy121kv1] ""Understand how to produce curds and whey"" (""impdy121kv1.pdf"", Current, Original)"
Pair 1346,0.75,"[sfs sys 17] ""Handover electronic security systems"" (""handover-electronic-security-systems-sfs sys 17.pdf"", Current, Original)","[sfssys17] ""Handover electronic security systems"" (""sfssys17.pdf"", Current, Original)"
Pair 1347,0.745,"[skac252] ""Develop codes of conduct and procedures for the health and welfare of expedition members"" (""skac252.pdf"", Current, Original)","[skac254] ""Develop policies and procedures to manage challenge and risk during an expedition"" (""skac254.pdf"", Current, Original)"
Pair 1348,0.745,"[sfl217] ""Deliver sessions for driver cpc"" (""sfl217.pdf"", Current, Original)","[sfl219] ""Manage own reflective practice for driver cpc trainers"" (""sfl219.pdf"", Current, Original)"
Pair 1349,0.745,"[skaef23] ""Design and manage supervised exercise referral programmes for medium-high risk participants with specific medical conditions"" (""skaef23.pdf"", Current, Original)","[skaef26] ""Design, agree and adapt a physical activity programme for participants with cardiac disease"" (""skaef26.pdf"", Current, Original)"
Pair 1350,0.745,"[lantw63] ""Develop a woodland management plan"" (""lantw63.pdf"", Current, Original)","[lantw63] ""Develop a woodland management plan legacy"" (""lantw63l.pdf"", Legacy, Original)"
Pair 1351,0.745,"[astlrics2-1] ""Give customers a positive impression of yourself and your organisation"" (""astlrics21.pdf"", Current, Original)","[sfhss04] ""Give customers a positive impression of yourself and your organisation"" (""sfhss04.pdf"", Current, Original)"
Pair 1352,0.745,"[proctn407] ""Develop your own skills and manage your time"" (""proctn407.pdf"", Current, Original)","[prohbc1] ""Manage yourself"" (""prohbc1.pdf"", Current, Original)"
Pair 1353,0.745,"[lantw65] ""Survey and inspect the condition of trees"" (""lantw65.pdf"", Current, Original)","[lantw65] ""Survey and inspect the condition of trees legacy"" (""lantw65l.pdf"", Legacy, Original)"
Pair 1354,0.745,"[scdldss415] ""Develop and sustain effective working with staff from other agencies  "" (""scdldss415.pdf"", Current, Tailored)","[sfjccbf3.1] ""Develop and sustain effective working with staff from other agencies"" (""sfjccbf3.1.pdf"", Current, Tailored)"
Pair 1355,0.745,"[semaut3063] ""Removing and refitting braking systems on motorsport vehicles"" (""semaut3063.pdf"", Current, Original)","[semaut3066] ""Removing and refitting fuel systems on motorsport vehicles"" (""semaut3066.pdf"", Current, Original)"
Pair 1356,0.745,"[profis23] ""Installation of metal door and frame systems in fire-resistant glazing"" (""profis23.pdf"", Current, Original)","[profrg6] ""Metal door and frame systems in fire resistant glazing"" (""profrg6.pdf"", Current, Original)"
Pair 1357,0.745,"[ppl2hk7] ""Carry out periodic room servicing and deep cleaning"" (""ppl2hk7.pdf"", Current, Original)","[ppl2hk7] ""Carry out periodic room servicing and deep cleaning"" (""ppl2hk7l.pdf"", Legacy, Original)"
Pair 1358,0.745,"[imppm124] ""Manage problem diagnosis and resolution in food and drink operations"" (""imppm124.pdf"", Current, Original)","[imppm125k] ""Understand how to manage problem diagnosis and resolution in food manufacture"" (""imppm125k.pdf"", Current, Original)"
Pair 1359,0.745,"[sksar7] ""Supervision, instruction and training of weapons on a film or television production"" (""sksar7.pdf"", Current, Original)","[skssfx11] ""Implement a special effect on a production"" (""skssfx11.pdf"", Current, Original)"
Pair 1360,0.745,"[sempeo104] ""Making components using hand tools and fitting techniques"" (""sempeo104.pdf"", Current, Original)","[sempeo205] ""Producing components using hand fitting techniques"" (""sempeo205.pdf"", Current, Original)"
Pair 1361,0.745,"[cfabad112] ""Design and develop an information system"" (""cfabad112.pdf"", Current, Original)","[sfjpa1.4] ""Design and develop information systems"" (""sfjpa1.4.pdf"", Current, Tailored)"
Pair 1362,0.745,"[progm07] ""Receive glass raw materials for manufacturing operations"" (""progm07.pdf"", Current, Original)","[propco13] ""Receive raw materials for precast concrete manufacturing operations"" (""propco13.pdf"", Current, Original)"
Pair 1363,0.745,"[ccsttl30] ""Set up and check sound equipment for live productions"" (""ccsttl30.pdf"", Current, Original)","[skss12] ""Set up and check sound equipment"" (""set-up-and-check-sound-equipment-skss12.pdf"", Current, Original)"
Pair 1364,0.74,"[impso419] ""Set up and maintain operations in food and drink retail manufacture"" (""impso419.pdf"", Current, Original)","[impso513] ""Set up and maintain food service operations in food manufacture"" (""impso513.pdf"", Current, Original)"
Pair 1365,0.74,"[scdlmcsb5] ""Manage and evaluate systems, procedures and practices for assessments, plans and reviews within care services "" (""scdlmcsb5.pdf"", Current, Original)","[scdlmcse9] ""Manage procedures within care services for making, responding to and learning from comments and complaints "" (""scdlmcse9.pdf"", Current, Original)"
Pair 1366,0.74,"[pplhsl4] ""Maintain the health, hygiene, safety and security of the working environment"" (""pplhsl4.pdf"", Current, Original)","[pplhsl4] ""Maintain the health, hygiene, safety and security of the working environment "" (""pplhsl4l.pdf"", Legacy, Original)"
Pair 1367,0.74,"[lsicld1.3.3 v2] ""Engage with the local community using community learning and development processes"" (""lsicld1.3.3 v2.pdf"", Current, Original)","[lsiyw3.2.1 v2] ""Engage with the local community"" (""lsiyw3.2.1 v2.pdf"", Current, Original)"
Pair 1368,0.74,"[lsi yw01] ""Initiate build and maintain purposeful relationships with young people"" (""lsi yw01.pdf"", Current, Original)","[lsiyw3.1.1 v2] ""Communicate effectively and develop rapport with young people"" (""lsiyw3.1.1 v2.pdf"", Current, Original)"
Pair 1369,0.74,"[sflscm128] ""Sfl128 obtain information on storage locations and facilities legacy"" (""sflscm128l.pdf"", Legacy, Original)","[sflscm134] ""Sfl134 obtain information on the supply chain legacy"" (""sflscm134l.pdf"", Legacy, Original)"
Pair 1370,0.74,"[lanagc8] ""Manage the production of novel crops"" (""lanagc8.pdf"", Current, Original)","[lanagc8] ""Manage the production of novel crops legacy"" (""lanagc8l.pdf"", Legacy, Original)"
Pair 1371,0.74,"[astllck] ""Research local land and property information"" (""astllck.pdf"", Current, Original)","[astllcn] ""Conduct personal searches of local land and property information"" (""astllcn.pdf"", Current, Original)"
Pair 1372,0.74,"[lanleo28] ""Service and repair land-based air-conditioning/refrigeration systems"" (""lanleo28.pdf"", Current, Original)","[lanleo28] ""Service and repair land-based air-conditioning/refrigeration equipment;legacy"" (""lanleo28l.pdf"", Legacy, Original)"
Pair 1373,0.74,"[skabt28v2] ""Set up, monitor and shut down water, temperature and spa facilities"" (""skabt28v2.pdf"", Current, Original)","[skabt29v2] ""Provide specialist spa treatments"" (""skabt29v2.pdf"", Current, Original)"
Pair 1374,0.74,"[semem3-18] ""Repairing electronic equipment"" (""semem318.pdf"", Current, Original)","[sememi2-15] ""Carrying out repairs to electronic equipment"" (""sememi215.pdf"", Current, Original)"
Pair 1375,0.74,"[cosao25] ""Prepare and submit quotation and tenders in asbestos surveying and analysis"" (""cosao25.pdf"", Current, Original)","[coscsmo12] ""Manage the preparation and submission of estimates, bids and tenders in construction management"" (""coscsmo12.pdf"", Current, Original)"
Pair 1376,0.74,"[ccsapah5] ""Select personnel for activities"" (""ccsapah5.pdf"", Current, Original)","[sfj efsm13] ""Select personnel for employment"" (""sfjefsm13.pdf"", Current, Tailored)"
Pair 1377,0.735,"[semae3168] ""Overhauling components of aircraft rotor heads, blades and power transmission equipment"" (""semae3168.pdf"", Current, Original)","[semae3171] ""Overhauling components of aircraft oxygen equipment"" (""semae3171.pdf"", Current, Original)"
Pair 1378,0.735,"[sfj bk 201] ""Recover the deceased and human remains from scenes involving multiple fatalities"" (""sfjbk201.pdf"", Current, Original)","[sfj bk202] ""Lead recovery of the deceased and human remains from scenes involving multiple fatalities"" (""sfjbk202.pdf"", Current, Original)"
Pair 1379,0.735,"[eusnco109] ""Assist in preparing resources and segregating the area for highways works"" (""eusnco109.pdf"", Current, Original)","[eusnco110] ""Assist in preparing resources and segregating the area for site works"" (""eusnco110.pdf"", Current, Original)"
Pair 1380,0.735,"[impab101] ""Control the proving of dough products in automated operations"" (""impab101.pdf"", Current, Original)","[impab104] ""Control the division, moulding and shaping of fermented dough in automated operations"" (""impab104.pdf"", Current, Original)"
Pair 1381,0.735,"[scdccld0421 ] ""Provide information about children and families’ services "" (""scdccld0421 .pdf"", Current, Original)","[scdccld0431 ] ""Provide leadership and management of integrated childcare provision "" (""scdccld0431 .pdf"", Current, Original)"
Pair 1382,0.735,"[msa a13] ""Control the response to emergencies on board a vessel"" (""msaa13.pdf"", Current, Original)","[msa a14] ""Direct the response to emergencies on board a vessel"" (""msaa14.pdf"", Current, Original)"
Pair 1383,0.735,"[sembit2-18] ""Contributing to the application of measurement systems analysis (msa)"" (""sembit218.pdf"", Current, Original)","[sembit3-25] ""Carrying out measurement systems analysis (msa)"" (""sembit325.pdf"", Current, Original)"
Pair 1384,0.73,"[sfjib12] ""Provide specialist money and debt legal advice and progress cases with clients"" (""provide-specialist-money-and-debt-legal-advice-and-progress-cases-with-clients-sfjib12.pdf"", Current, Original)","[sfjib12] ""Provide specialist money and debt legal advice"" (""sfjib12.pdf"", Current, Original)"
Pair 1385,0.73,"[laneq208] ""Assess grazing land for the introduction of horses"" (""laneq208.pdf"", Current, Original)","[laneq208] ""Assess grazing land for the introduction of horses legacy"" (""laneq208l.pdf"", Legacy, Original)"
Pair 1386,0.73,"[prowpf26] ""Operate cad equipment "" (""prowpf26.pdf"", Current, Original)","[prowpf26] ""Operate cad equipment legacy"" (""prowpf26l.pdf"", Legacy, Original)"
Pair 1387,0.73,"[lsi yw17] ""Work with young people in promoting their rights"" (""lsi yw17.pdf"", Current, Original)","[lsiyw2.1.1 v2] ""Ensure the rights of young people are promoted and upheld"" (""lsiyw2.1.1 v2.pdf"", Current, Original)"
Pair 1388,0.73,"[semme3018] ""Setting to work, testing and trialling marine weapons equipment and systems"" (""semme3018.pdf"", Current, Original)","[semme3020] ""Setting to work, testing and trialling marine lighting, alarm, detection and monitoring equipment and systems"" (""semme3020.pdf"", Current, Original)"
Pair 1389,0.73,"[cfalg3] ""Develop procedures to control risks to health and safety"" (""cfalg3.pdf"", Current, Tailored)","[cfalg4] ""Conduct an assessment of risks in the workplace"" (""cfalg4.pdf"", Current, Tailored)"
Pair 1390,0.73,"[impdy104] ""Control processing to produce cream for retail packs"" (""impdy104.pdf"", Current, Original)","[impdy106] ""Control processing to produce filtered dairy products"" (""impdy106.pdf"", Current, Original)"
Pair 1391,0.73,"[ccsj3.4] ""Demonstrate and apply an understanding of metallurgy to your jewellery or silversmithing work "" (""ccsj3.4.pdf"", Current, Original)","[ccsj4.3] ""Apply your advanced knowledge of metallurgy to jewellery or silversmithing work "" (""ccsj4.3.pdf"", Current, Original)"
Pair 1392,0.73,"[ecipmc6] ""Establish a quality management system for the project"" (""ecipmc6.pdf"", Current, Original)","[ecipmd8] ""Maintain a quality management system for the project"" (""ecipmd8.pdf"", Current, Original)"
Pair 1393,0.725,"[prowtm14] ""Keep timber and related stock at required levels legacy"" (""prowtm14l.pdf"", Legacy, Original)","[sflws17] ""Keep stock at required levels legacy"" (""sflws17l.pdf"", Legacy, Original)"
