,index,URN,NOS Title,correct_exact_matches
15732,semae3187.pdf,SEMAE3187,Development testing aeronautical electronic equipment,Aviation; Civil aviation authority; Process control; Management; Permit; Short circuit; Power supply; Closed loop; Iso; Military aviation; Mod; Instruction; Signal generator; Electrostatic discharge; Motor control; Microprocessor; Calibration; Frequency modulation; Logic probe; Circuit diagram; Aviation safety; Inverter; Compliance; Truth table; Waveform; Risk assessment; Voltage; Modulation; Display device; Electronic circuit; Test equipment; Algebra; Surveillance; Transformer; Interpret drawing; Logic
15733,semae3188.pdf,SEMAE3188,Monitoring aeronautical engineering activities,Aviation; Civil aviation authority; Process control; Management; Moulding; Iso; Military aviation; Mod; Process specification; Audit; Engineering activity; Installation; Aviation safety; Storage; Compliance; Risk assessment; Machining; Work order; Data collection; Repair; Resource management; Painting; Schedule; Fluid power; Memo
15734,semae3189.pdf,SEMAE3189,Planning aeronautical engineering activities,Aviation; Contingency plan; Civil aviation authority; Management; Moulding; Transporting; Iso; Military aviation; Mod; Instruction; Cost; Audit; Engineering activity; Installation; Aviation safety; Storage; Compliance; Risk assessment; Machining; Repair; Mould; Painting; Fluid power
15735,semae3190.pdf,SEMAE3190,Producing technical details for aeronautical engineering activities,Aviation; Civil aviation authority; Management; Moulding; Sheet metal; Parameter; Iso; Military aviation; Mod; Training; Welding; Instruction; Cost; Audit; Engineering activity; Derive; Composite; Installation; Inspection; Indexing; Aviation safety; Storage; Infusion; Compliance; Risk assessment; Machining; Repair; Painting; Schedule; Fluid power
15736,semae3191.pdf,SEMAE3191,Obtaining resources for aeronautical engineering activities,Moulding; Resource planning; Instruction; Cost; Information systems; Audit; Engineering activity; Installation; Storage; Compliance; Preventive maintenance; Risk assessment; Machining; Work order; Repair; Resource management; Painting; Schedule; Fluid power; Memo
15737,semae3192.pdf,SEMAE3192,Implementing aeronautical engineering activities,Aviation; Contingency plan; Civil aviation authority; Management; Moulding; Logistics; Iso; Military aviation; Mod; Instruction; Audit; Engineering activity; Installation; Industrial engineering; Identify opportunity; Aviation safety; Storage; Process engineering; Risk assessment; Machining; Repair; Resource management; Painting; Transport; Engineering support; Fluid power
15738,semae3193.pdf,SEMAE3193,Implementing quality assurance systems in an aeronautical engineering environment,Aviation; Civil aviation authority; Management; Moulding; Iso; Military aviation; Mod; Production process; Audit; Engineering activity; Installation; Inspection; Aviation safety; Storage; Risk assessment; Machining; Repair; Painting; Fluid power
15739,semae3194.pdf,SEMAE3194,Rectifying aeronautical engineering problems,Brainstorming; Aviation; Civil aviation authority; Management; Moulding; Quality audit; History; Iso; Military aviation; Mod; Instruction; Audit trail; Audit; Engineering activity; Installation; Aviation safety; Storage; Risk assessment; Machining; Repair; Painting; Interpret drawing; Fluid power
15740,semae3195.pdf,SEMAE3195,Providing technical guidance on aeronautical engineering activities,Moulding; Guide others; Audit; Avionics; Engineering activity; Installation; Identify opportunity; Storage; Mechanical assembly; Preventive maintenance; Risk assessment; Machining; Repair; Painting; Interpret drawing; Schedule; Manufacturing process; Fluid power
15741,semae3196.pdf,SEMAE3196,Carrying out project management of aeronautical engineering activities,Contingency plan; Management; Moulding; Instruction; Sales; Cost; Information systems; Audit; Avionics; Engineering activity; Installation; Industrial engineering; Storage; Process engineering; Compliance; Mechanical assembly; Preventive maintenance; Risk assessment; Machining; Repair; Painting; Schedule; Fluid power
15742,semae3197.pdf,SEMAE3-197,Applying continuous improvement techniques to aeronautical engineering activities,Moulding; Key performance indicator kpis; Root cause analysis; Floor; Cost; Audit; Avionics; Engineering activity; Installation; Identify improvement action; Kaizen; Storage; Mechanical assembly; Preventive maintenance; Risk assessment; Machining; Benchmarking; Cleaning; Data collection; Repair; Painting; Schedule; Fluid power; Lean manufacturing
15743,semae3198.pdf,SEMAE3198,Carrying out maintenance of free fall parachute assemblies,Aviation; Civil aviation authority; Management; Spring; Iso; Military aviation; Mod; Instruction; Calibration; Battery; Aviation safety; Compliance; Risk assessment; Fault; Equipment cleaning; Cleaning; Rapide; Repair; Schedule
15744,semae3199.pdf,SEMAE3199,Carrying out maintenance of static line parachute assemblies,Aviation; Civil aviation authority; Management; Spring; Iso; Military aviation; Mod; Instruction; Calibration; Aviation safety; Compliance; Risk assessment; Fault; Equipment cleaning; Cleaning; Rapide; Repair; Schedule
15745,semae3200.pdf,SEMAE3200,Carrying out maintenance of brake parachute assemblies,Aviation; Civil aviation authority; Management; Iso; Military aviation; Mod; Instruction; Brake; Calibration; Aviation safety; Compliance; Risk assessment; Fault; Equipment cleaning; Cleaning; Repair; Schedule
15746,semae3201.pdf,SEMAE3201,Carrying out maintenance of night vision goggles,Aviation; Civil aviation authority; Management; Image intensifier; Iso; Military aviation; Mod; Instruction; Calibration; Switch; Aviation safety; Compliance; Risk assessment; Fault; Equipment cleaning; Cleaning; Repair; Vision; Schedule
15747,semae3203.pdf,SEMAE3203,Producing aircraft composite mouldings using wet lay-up laminating,Aviation; Civil aviation authority; Management; Moulding; Adhesive; Splicing; Iso; Template; Additive; Military aviation; Mod; Instruction; Grain; Consumables; Composite; Aviation safety; Storage; Coat; Chamfer; Delamination; Risk assessment; Fault; Phenolic; Consolidation; Mould; Interpret drawing
15748,semae3204.pdf,SEMAE3204,Producing aircraft composite mouldings using resin flow infusion techniques,Aviation; Civil aviation authority; Management; Moulding; Manifold; Panel; Spring; Iso; Additive; Military aviation; Mod; Instruction; Tank; Trial; Grain; Consumables; Composite; Injection; Aviation safety; Storage; Infusion; Coat; Delamination; Risk assessment; Fault; Phenolic; Repair; Mould; Interpret drawing
15749,semae3206.pdf,SEMAE3206,Identifying defects in aircraft composite mouldings,Aviation; Civil aviation authority; Management; Moulding; Adhesive; Bridging; Erosion; Panel; Iso; Military aviation; Mod; Porosity; Instruction; Blister; Grain; Consumables; Composite; Calibration; Inspection; Injection; Machine tool; Tolerance; Scanning; Aviation safety; Storage; Ingres; Risk assessment; Compression; Phenolic; Hand tool; Repair; Mould; Interpret drawing
15750,semae3207.pdf,SEMAE3207,Repairing aircraft composite mouldings,Aviation; Civil aviation authority; Management; Moulding; Adhesive; Bridging; Erosion; Panel; Autoclave; Iso; Military aviation; Mod; Porosity; Instruction; Blister; Repair defect; Grain; Graft; Consumables; Composite; Cosmetic; Injection; Tolerance; Aviation safety; Storage; Ingres; Risk assessment; Phenolic; Colour matching; Repair; Ventilation; Mould; Osmosis; Interpret drawing
15751,semae3210.pdf,SEMAE3210,Assembling aircraft armament expendable stores,Aviation; Civil aviation authority; Management; Iso; Military aviation; Mod; Instruction; Electrostatic discharge; Ammunition; Installation; Calibration; Cosmetic; Cable; Foreign object damage; Electrical connection; Aviation safety; Risk assessment; Voltage; Transformer; Interpret drawing
15752,semae3212.pdf,SEMAE3212,Dismantling aircraft gas turbine engines to module/unit level,Aviation; Civil aviation authority; Management; Proof; Visual inspection; Book; Combustor; History; Iso; Military aviation; Electrical connector; Mod; Aviation fuel; Inspection; Power tool; Jet; Engine; Cable; Lock; Aviation safety; Interference fit; Compliance; Risk assessment; Gas turbine; Cleaning; Repair; Interpret drawing; Transport; Turbine
15753,semae3213.pdf,SEMAE3213,Rebuilding aircraft gas turbine engine assemblies after overhaul,Aviation; Civil aviation authority; Management; Adhesive; Visual inspection; Book; Combustor; Iso; Military aviation; Mod; Instruction; Laser; Installation; Calibration; Inspection; Jet; Engine; Lock; Foreign object damage; Aviation safety; Micrometer; Compliance; Risk assessment; Fault; Gas turbine; Cleaning; Gasket; Transport; Turbine; Thread insert; Sealant
15754,semae3215.pdf,SEMAE3215,"Installing, testing and modifying aircraft cableforms/looms in a mechanical structure",Aviation; Electrical systems; Civil aviation authority; Management; Soldering; Multimeters; Panel; Power supply; Socket; Iso; Military aviation; Mod; Instruction; Electrostatic discharge; Instrumentation; Insulation; Lighting; Composite; Installation; Calibration; Switch; Headset; Injection; Engine; Cable; Battery; Electrical connection; Aviation safety; Wiring; Compliance; Risk assessment; Fault; Voltage; Test equipment; Fibre optic; Circuit breaker; Transformer; Control panel
15755,semae3218.pdf,SEMAE3218,Setting cnc turning machines for production of aircraft components,Aviation; Civil aviation authority; Management; Boring tool; Power supply; Parameter; Iso; Military aviation; Mod; Editing; Edit; Machine operation; Instruction; Machinery; Computer numerical control cnc; Machine setting; Trial; Lathe; Screw thread; Dry run; Machine tool; Tolerance; Particle; Reamer; Aviation safety; Chamfer; Risk assessment; Machining; Fault; Ceramic
15756,semae3219.pdf,SEMAE3219,Machining aircraft components using cnc turning machines,Aviation; Civil aviation authority; Management; Parameter; Iso; Military aviation; Mod; Machine operation; Instruction; Machinery; Computer numerical control cnc; Machine setting; Lathe; Screw thread; Consumables; Inspection; Machine tool; Tolerance; Particle; Aviation safety; Storage; Chamfer; Risk assessment; Machining; Fault; Error message
15757,semae3220.pdf,SEMAE3220,Setting cnc milling machines for production of aircraft components,Aviation; Civil aviation authority; Management; Boring tool; Power supply; Parameter; Iso; Military aviation; Mod; Editing; Edit; Machine operation; Instruction; Machinery; Computer numerical control cnc; Machine setting; Trial; Dry run; Machine tool; Tolerance; Particle; Reamer; Indexing; Aviation safety; Risk assessment; Machining; Fault; End mill; Cutter; Ceramic; Mill
15758,semae3221.pdf,SEMAE3221,Machining aircraft components using cnc milling machines,Aviation; Civil aviation authority; Management; Parameter; Iso; Military aviation; Mod; Machine operation; Instruction; Machinery; Computer numerical control cnc; Machine setting; Consumables; Inspection; Tolerance; Particle; Aviation safety; Storage; Risk assessment; Machining; Fault; Error message; Cutter
15759,semae3222.pdf,SEMAE3222,Setting cnc machining centres for production of aircraft components,Aviation; Civil aviation authority; Management; Boring tool; Power supply; Parameter; Iso; Military aviation; Mod; Editing; Edit; Machine operation; Instruction; Machinery; Computer numerical control cnc; Machine setting; Trial; Screw thread; Dry run; Machine tool; Thread cutting; Tolerance; Particle; Reamer; Indexing; Grinding wheel; Aviation safety; Risk assessment; Machining; Fault; End mill; Cutter; Ceramic; Mill
15760,semae3223.pdf,SEMAE3223,Machining aircraft components using cnc machining centres,Aviation; Civil aviation authority; Management; Parameter; Iso; Military aviation; Mod; Machine operation; Instruction; Machinery; Computer numerical control cnc; Machine setting; Screw thread; Consumables; Inspection; Machine tool; Tolerance; Particle; Aviation safety; Storage; Risk assessment; Machining; Fault; Error message
15761,semae3226.pdf,SEMAE3226,Producing aircraft composite mouldings using spray lay-up laminating techniques,Aviation; Civil aviation authority; Management; Moulding; Adhesive; Splicing; Flange; Parameter; Iso; Template; Additive; Military aviation; Mod; Instruction; Grain; Consumables; Composite; Aviation safety; Storage; Coat; Solvent; Chamfer; Risk assessment; Fault; Phenolic; Cleaning; Cutter; Ventilation; Consolidation; Mould; Interpret drawing
15762,semae3228.pdf,SEMAE3228,Producing aircraft composite mouldings using resin transfer moulding techniques,Aviation; Civil aviation authority; Management; Moulding; Parameter; Iso; Additive; Military aviation; Mod; Instruction; Injector; Trial; Grain; Hydraulic press; Consumables; Composite; Injection; Aviation safety; Storage; Coat; Solvent; Risk assessment; Fault; Phenolic; Cleaning; Mould; Interpret drawing
15763,semae3230.pdf,SEMAE3230,Producing aircraft composite mouldings using filament winding techniques,Aviation; Civil aviation authority; Management; Moulding; Tailstock; Drive carriage; Parameter; Autoclave; Iso; Additive; Military aviation; Mod; Porosity; Instruction; Injector; Trial; Consumables; Composite; Aviation safety; Storage; Filament winding; Collection; Risk assessment; Fault; Phenolic; Splice; Mould; Interpret drawing
